Trail_Name,Rank,Difficulty,Distance_Miles,Elevation_Feet,Route_Type,Description,Cluster_number,State,Latitude,Longitude,Cluster_number_whole
Eagle Lake Carriage Road Trail,31,Easy,6,337,Loop,"Eagle Lake Carriage Road Trail is a 6 mile heavily trafficked loop trail located near Bar Harbor, Maine that features a lake and is good for all skill levels. The trail offers a number of activity options and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",1,Maine,44.37792,-68.25222,1
Thunder Hole,41,Easy,0.2,29,Loop,"Thunder Hole is a 0.2 mile heavily trafficked loop trail located near Bar Harbor, Maine that offers scenic views and is good for all skill levels. The trail is primarily used for walking, nature trips, and bird watching and is best used from April until October.",1,Maine,44.32102,-68.18935,1
Bradbury Mountain Park Boundary Trail,46,Easy,2.2,305,Loop,"Bradbury Mountain Park Boundary Trail is a 2.2 mile moderately trafficked loop trail located near Pownal, Maine that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",1,Maine,43.90038,-70.17901,1
Mackworth Island Hiking Trail,50,Easy,1.4,45,Loop,"Mackworth Island Hiking Trail is a 1.4 mile heavily trafficked loop trail located near Falmouth, Maine that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking, walking, trail running, and fishing and is best used from May until October. Dogs are also able to use this trail but must be kept on leash.",1,Maine,43.68925,-70.23543,1
Bald Pate Mountain Trail,53,Easy,3.3,820,Loop,"Bald Pate Mountain Trail is a 3.3 mile loop trail located near Bridgton, Maine that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options. Dogs are also able to use this trail but must be kept on leash.",1,Maine,43.96936,-70.70867,1
Vaughan Woods Memorial Trail,58,Easy,2,177,Loop,"Vaughan Woods Memorial Trail is a 2 mile lightly trafficked loop trail located near South Berwick, Maine that features a river and is good for all skill levels. The trail is primarily used for hiking, walking, trail running, and nature trips and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",1,Maine,43.21211,-70.81259,1
Harraseeket and White Pines Trail Loop,67,Easy,2,173,Loop,"Harraseeket and White Pines Trail Loop is a 2 mile heavily trafficked loop trail located near Freeport, Maine that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",1,Maine,43.82202,-70.08286,1
"Corniche Trail, Heifer Field Loop Trail",74,Easy,1.9,183,Loop,"Corniche Trail, Heifer Field Loop Trail is a 1.9 mile heavily trafficked loop trail located near Hallowell, Maine that features a waterfall and is good for all skill levels. The trail offers a number of activity options and is best used from April until November. Dogs are also able to use this trail but must be kept on leash.",1,Maine,44.27825,-69.79657,1
Rachel Carson Trail,84,Easy,1,32,Loop,"Rachel Carson Trail is a 1 mile moderately trafficked loop trail located near Kennebunk, Maine that features a river and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",1,Maine,43.3474,-70.54839,1
Saco Heath Preserve Trail,92,Easy,2.2,3,Loop,"Saco Heath Preserve Trail is a 2.2 mile lightly trafficked loop trail located near Saco, Maine that features a great forest setting and is good for all skill levels. The trail offers a number of activity options and is best used from April until October.",1,Maine,43.54135,-70.48151,1
Cascade Falls Trail,94,Easy,0.5,29,Loop,"Cascade Falls Trail is a 0.5 mile heavily trafficked loop trail located near Saco, Maine that features a waterfall and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and snowshoeing and is best used from May until September. Dogs are also able to use this trail but must be kept on leash.",1,Maine,43.54284,-70.40748,1
Witch Hole Pond Carriage Trail,97,Easy,7.3,459,Loop,"Witch Hole Pond Carriage Trail is a 7.3 mile moderately trafficked loop trail located near Bar Harbor, Maine that features a lake and is good for all skill levels. The trail offers a number of activity options and is best used from May until October.",1,Maine,44.4089,-68.24929,1
Back Cove Trail,124,Easy,3.6,16,Loop,"Back Cove Trail is a 3.6 mile heavily trafficked loop trail located near Portland, Maine that features a lake and is good for all skill levels. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",1,Maine,43.67872,-70.25951,1
Orono Bog Boardwalk,127,Easy,1.5,19,Loop,"Orono Bog Boardwalk is a 1.5 mile heavily trafficked loop trail located near Bangor, Maine that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from May until September.",1,Maine,44.8627,-68.72842,1
Mount Sabattus Trail ,129,Easy,1.4,488,Loop,"Mount Sabattus Trail  is a 1.4 mile moderately trafficked loop trail located near Center Lovell, Maine that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",1,Maine,44.18867,-70.85283,1
Barrier Beach Trail and Laird-Norton Trail Loop ,130,Easy,2.3,75,Loop,"Barrier Beach Trail and Laird-Norton Trail Loop  is a 2.3 mile lightly trafficked loop trail located near Wells, Maine that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and birding and is accessible year-round.",1,Maine,43.33837,-70.55097,1
Cathance River Trail,137,Easy,4.3,324,Loop,"Cathance River Trail is a 4.3 mile moderately trafficked loop trail located near Topsham, Maine that features a waterfall and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from May until September.",1,Maine,43.955,-69.95079,1
Hedgehog Mountain ,140,Easy,2.8,298,Loop,"Hedgehog Mountain  is a 2.8 mile moderately trafficked loop trail located near Freeport, Maine that features beautiful wild flowers. The trail is good for all skill levels and is primarily used for hiking, walking, trail running, and snowshoeing. Dogs are also able to use this trail but must be kept on leash.",1,Maine,43.86557,-70.13006,1
Thorncrag Bird Sanctuary Trail,144,Easy,2.2,370,Loop,"Thorncrag Bird Sanctuary Trail is a 2.2 mile lightly trafficked loop trail located near Lewiston, Maine that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round.",1,Maine,44.10719,-70.1786,1
Two Lights State Park Loop,153,Easy,1.1,88,Loop,"Two Lights State Park Loop is a 1.1 mile moderately trafficked loop trail located near Cape Elizabeth, Maine that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for walking, trail running, and nature trips and is best used from May until October. Dogs are also able to use this trail but must be kept on leash.",1,Maine,43.56032,-70.20575,1
Homans and Emery Path,158,Easy,0.8,337,Loop,"Homans and Emery Path is a 0.8 mile moderately trafficked loop trail located near Bar Harbor, Maine that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, nature trips, and birding and is best used from April until November. Dogs are also able to use this trail but must be kept on leash.",1,Maine,44.36277,-68.20763,1
"Timber, Old Farm, and Shore Loop",165,Easy,3.2,278,Loop,"Timber, Old Farm, and Shore Loop is a 3.2 mile moderately trafficked loop trail located near Newcastle, Maine that features a river and is good for all skill levels. The trail offers a number of activity options and is best used from May until October. Dogs are also able to use this trail but must be kept on leash.",1,Maine,43.99501,-69.56762,1
Ring Trail Loop,171,Easy,1.9,269,Loop,"Ring Trail Loop is a 1.9 mile lightly trafficked loop trail located near Cape Neddick, Maine that offers the chance to see wildlife and is good for all skill levels. The trail offers a number of activity options. Dogs are also able to use this trail.",1,Maine,43.21671,-70.69198,1
Tower and Blueberry Trail,175,Easy,2.5,498,Loop,"Tower and Blueberry Trail is a 2.5 mile moderately trafficked loop trail located near Winthrop, Maine that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from April until September. Dogs are also able to use this trail but must be kept on leash.",1,Maine,44.30119,-70.0372,1
Bradbury Mountain Summit & Northern Loop Trail,181,Easy,1.4,209,Loop,"Bradbury Mountain Summit & Northern Loop Trail is a 1.4 mile loop trail located near Pownal, Maine that offers the chance to see wildlife. The trail is good for all skill levels and primarily used for hiking, walking, and birding. Dogs are also able to use this trail but must be kept on leash.",1,Maine,43.90024,-70.17942,1
Round Top Trail,198,Easy,4.4,928,Loop,"Round Top Trail is a 4.4 mile lightly trafficked loop trail located near Vienna, Maine that offers scenic views. The trail is good for all skill levels and primarily used for hiking. Dogs are also able to use this trail.",1,Maine,44.53004,-69.92255,1
East Point Audubon Sanctuary Trail,201,Easy,1.5,62,Loop,"East Point Audubon Sanctuary Trail is a 1.5 mile moderately trafficked loop trail located near Biddeford, Maine that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is accessible year-round.",1,Maine,43.4459,-70.33991,1
French's Mountain Trail,208,Easy,0.8,183,Loop,"French's Mountain Trail is a 0.8 mile moderately trafficked loop trail located near Oakland, Maine that features a lake. The trail is good for all skill levels and offers a number of activity options. Dogs are also able to use this trail but must be kept on leash.",1,Maine,44.57458,-69.92008,1
Sebago Lake Land Reserve,211,Easy,2.8,150,Loop,"Sebago Lake Land Reserve is a 2.8 mile lightly trafficked loop trail located near Standish, Maine that features a lake and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",1,Maine,43.76386,-70.51443,1
